municipio,año,mes,hombres,mujeres,total
26,2020,9,40,56,96
26,2020,10,34,35,69
26,2020,11,28,31,59
26,2020,12,29,32,61
27,2020,1,10,10,20
27,2020,2,9,10,19
27,2020,3,11,9,20
27,2020,4,15,6,21
27,2020,5,14,9,23
27,2020,6,16,8,24
27,2020,7,13,14,27
27,2020,8,12,10,22
27,2020,9,13,13,26
27,2020,10,18,7,25
27,2020,11,14,18,32
27,2020,12,17,10,27
28,2020,3,1,0,1
28,2020,5,1,0,1
28,2020,6,0,1,1
28,2020,7,1,0,1
28,2020,8,1,0,1
28,2020,12,2,0,2
29,2020,1,98,95,193
29,2020,2,78,93,171
29,2020,3,92,83,175
29,2020,4,68,46,114
29,2020,5,68,60,128
29,2020,6,66,76,142
29,2020,7,92,74,166
29,2020,8,88,95,183
29,2020,9,90,91,181
29,2020,10,106,70,176
29,2020,11,95,97,192
29,2020,12,88,105,193
30,2020,1,487,452,939
30,2020,2,401,392,793
30,2020,3,385,374,759
30,2020,4,321,302,623
30,2020,5,351,345,696
30,2020,6,380,374,754
30,2020,7,432,416,848
30,2020,8,456,448,904
30,2020,9,544,499,1043
30,2020,10,480,461,941
30,2020,11,458,433,891
30,2020,12,436,379,815
31,2020,3,0,4,4
31,2020,4,3,0,3
31,2020,5,1,1,2
31,2020,6,1,1,2
31,2020,7,0,1,1
31,2020,8,0,1,1
31,2020,9,2,1,3
31,2020,10,1,2,3
31,2020,11,0,1,1
31,2020,12,1,1,2
32,2020,7,0,2,2
32,2020,9,0,2,2
32,2020,10,0,1,1
32,2020,12,2,0,2
33,2020,1,52,47,99
33,2020,2,44,34,78
33,2020,3,41,51,93
33,2020,4,37,34,71
33,2020,5,33,28,61
33,2020,6,47,39,86
33,2020,7,52,46,98
33,2020,8,61,46,107
33,2020,9,60,58,118
33,2020,10,62,52,114
33,2020,11,44,46,90
33,2020,12,51,43,94
34,2020,1,1,0,1
34,2020,11,1,0,1
35,2020,1,9,7,16
35,2020,2,7,8,15
35,2020,3,10,4,14
35,2020,4,4,5,9
35,2020,5,8,5,13
35,2020,6,10,8,18
35,2020,7,6,5,11
35,2020,8,7,7,14
35,2020,9,8,9,17
35,2020,10,2,10,12
35,2020,11,5,8,13
35,2020,12,9,7,16
36,2020,1,24,18,42
36,2020,2,11,13,24
36,2020,3,12,16,28
36,2020,4,20,9,29
36,2020,5,18,22,40
36,2020,6,21,21,42
36,2020,7,21,26,47
36,2020,8,22,26,48
36,2020,9,31,31,62
36,2020,10,21,23,44
36,2020,11,26,20,46
36,2020,12,21,21,42
37,2020,1,0,1,1
37,2020,3,2,0,2
37,2020,4,2,2,4
37,2020,5,4,0,4
37,2020,6,1,2,3
37,2020,7,1,4,5
37,2020,8,1,1,2
37,2020,9,1,3,4
37,2020,10,2,3,5
37,2020,11,2,2,4
37,2020,12,0,3,3
38,2020,1,2,1,3
38,2020,2,5,1,6
38,2020,3,4,4,8
38,2020,4,3,3,6
38,2020,5,5,4,9
38,2020,6,1,9,10
38,2020,7,3,1,4
38,2020,8,3,9,12
38,2020,9,5,3,8
38,2020,10,6,3,9
38,2020,11,3,5,8
38,2020,12,7,2,9
39,2020,1,2,1,3
39,2020,2,0,1,1
39,2020,3,4,4,8
39,2020,4,2,1,3
39,2020,5,2,5,7
39,2020,6,1,6,7
39,2020,7,4,8,12
39,2020,8,7,1,8
39,2020,9,2,2,4
39,2020,10,2,7,9
39,2020,11,4,2,6
39,2020,12,5,3,8
40,2020,1,1,0,1
40,2020,2,1,0,1
40,2020,3,3,4,7
40,2020,4,1,0,1
40,2020,5,1,1,2
40,2020,6,2,1,3
40,2020,7,1,1,2
40,2020,9,0,3,3
40,2020,10,1,1,2
40,2020,12,1,1,2
41,2020,1,7,5,12
41,2020,2,5,11,16
41,2020,3,5,8,13
41,2020,4,7,1,8
41,2020,5,10,3,13
41,2020,6,6,12,18
41,2020,7,6,4,10
41,2020,8,9,10,19
41,2020,9,9,6,15
41,2020,10,12,4,16
41,2020,11,8,10,18
41,2020,12,9,15,24
42,2020,1,112,109,221
42,2020,2,99,100,199
42,2020,3,94,97,191
42,2020,4,93,93,186
42,2020,5,84,84,168
42,2020,6,111,101,212
42,2020,7,106,110,216
42,2020,8,130,113,243
42,2020,9,134,134,268
42,2020,10,140,142,282
42,2020,11,117,95,212
42,2020,12,115,121,236
43,2020,1,123,122,245
43,2020,2,143,115,258
43,2020,3,124,109,233
43,2020,4,144,115,259
43,2020,5,157,128,285
43,2020,6,132,160,292
43,2020,7,149,143,292
43,2020,8,159,144,303
43,2020,9,162,163,325
43,2020,10,153,142,295
43,2020,11,141,130,271
43,2020,12,160,153,313
44,2020,1,1,0,1
44,2020,3,0,1,1
44,2020,5,0,1,1
44,2020,6,1,0,1
44,2020,9,1,0,1
44,2020,10,2,1,3
44,2020,11,0,2,2
45,2020,1,0,2,2
45,2020,2,0,1,1
45,2020,3,1,2,3
45,2020,4,1,1,2
45,2020,5,1,2,3
45,2020,6,1,0,1
45,2020,7,1,2,3
45,2020,8,2,1,3
45,2020,9,1,6,7
45,2020,10,1,1,2
45,2020,11,1,0,1
45,2020,12,3,2,5
46,2020,1,2,2,4
46,2020,2,3,2,5
46,2020,3,2,2,4
46,2020,4,1,4,5
46,2020,5,4,2,6
46,2020,6,4,2,6
46,2020,7,4,0,4
46,2020,8,3,1,4
46,2020,9,2,2,4
46,2020,10,0,3,3
46,2020,11,2,1,3
46,2020,12,1,2,3
47,2020,1,8,12,20
47,2020,2,13,8,21
47,2020,3,14,17,31
47,2020,4,20,16,36
47,2020,5,16,14,30
47,2020,6,22,22,44
47,2020,7,26,22,48
47,2020,8,19,22,41
47,2020,9,31,20,51
47,2020,10,23,32,55
47,2020,11,24,26,50
47,2020,12,34,28,62
48,2020,1,55,27,82
48,2020,2,29,34,63
48,2020,3,32,42,74
48,2020,4,38,42,80
48,2020,5,35,26,61
48,2020,6,24,31,55
48,2020,7,45,33,78
48,2020,8,40,33,73
48,2020,9,42,47,89
48,2020,10,43,48,91
48,2020,11,37,36,73
48,2020,12,29,42,71
49,2020,1,1,2,3
49,2020,2,2,3,5
49,2020,4,2,2,4
49,2020,5,1,0,1
49,2020,6,3,1,4
49,2020,7,1,1,2
49,2020,8,1,1,2
49,2020,9,5,2,7
49,2020,10,4,1,5
49,2020,11,3,4,7
49,2020,12,4,3,7
50,2020,1,1,0,1
50,2020,2,1,0,1
50,2020,3,0,1,1
50,2020,6,1,2,3
50,2020,7,3,0,3
50,2020,8,3,5,8
50,2020,9,4,0,4
50,2020,10,0,1,1
50,2020,11,2,3,5
50,2020,12,1,2,3
51,2020,1,2,1,3
51,2020,2,2,2,4
51,2020,3,7,3,10
51,2020,4,2,3,5
51,2020,5,2,3,5
51,2020,6,4,1,5
51,2020,7,2,3,5
51,2020,8,4,2,6
51,2020,9,2,3,5
51,2020,10,3,4,7
51,2020,11,5,5,10
51,2020,12,3,5,8
52,2020,1,3,2,5
52,2020,3,1,0,1
52,2020,5,1,1,2
52,2020,7,0,2,2
52,2020,8,0,1,1
52,2020,10,2,2,4
55,2020,1,104,111,215
55,2020,2,111,113,224
55,2020,3,113,87,200
55,2020,4,98,92,190
55,2020,5,96,100,196
55,2020,6,110,118,228
55,2020,7,140,147,287
55,2020,8,155,131,286
55,2020,9,140,129,269
55,2020,10,125,126,251
55,2020,11,148,133,281
55,2020,12,112,126,238
56,2020,1,7,7,14
56,2020,2,10,10,20
56,2020,3,14,20,34
56,2020,4,10,13,23
56,2020,5,13,7,20
56,2020,6,13,9,22
56,2020,7,12,10,22
56,2020,8,16,13,29
56,2020,9,13,11,24
56,2020,10,13,15,28
56,2020,11,19,14,33
56,2020,12,13,13,26
57,2020,2,1,1,2
57,2020,3,0,2,2
57,2020,4,1,1,2
57,2020,5,0,1,1
57,2020,6,1,0,1
57,2020,7,0,3,3
57,2020,8,0,1,1
57,2020,9,2,0,2
57,2020,11,4,1,5
57,2020,12,1,0,1
58,2020,1,9,10,19
58,2020,2,10,13,23
58,2020,3,4,6,10
58,2020,4,5,8,13
58,2020,5,10,6,16
58,2020,6,8,8,16
58,2020,7,15,9,24
58,2020,8,14,13,27
58,2020,9,11,13,24
58,2020,10,12,7,19
58,2020,11,12,6,18
58,2020,12,8,10,18
59,2020,1,0,1,1
59,2020,2,0,1,1
59,2020,3,0,3,3
59,2020,4,1,2,3
59,2020,5,1,1,2
59,2020,6,3,1,4
59,2020,7,4,3,7
59,2020,8,2,2,4
59,2020,9,2,2,4
59,2020,10,1,3,4
59,2020,11,1,3,4
59,2020,12,1,3,4
60,2020,4,1,0,1
60,2020,8,0,1,1
60,2020,11,1,0,1
61,2020,1,3,1,4
61,2020,2,1,0,1
61,2020,3,2,2,4
61,2020,4,0,1,1
61,2020,5,2,3,5
61,2020,6,2,3,5
61,2020,7,2,3,5
61,2020,8,0,1,1
61,2020,9,4,3,7
61,2020,10,5,1,6
61,2020,11,2,3,5
61,2020,12,7,3,10
62,2020,1,0,1,1
62,2020,2,1,1,2
62,2020,4,2,1,3
62,2020,5,0,1,1
62,2020,6,2,1,3
62,2020,7,1,0,1
62,2020,8,0,2,2
62,2020,9,2,3,5
62,2020,10,1,1,2
62,2020,11,2,1,3
62,2020,12,0,2,2
63,2020,2,1,0,1
63,2020,3,1,1,2
63,2020,6,0,1,1
63,2020,7,1,0,1
63,2020,8,0,1,1
63,2020,9,2,0,2
63,2020,10,3,2,5
63,2020,11,0,1,1
63,2020,12,1,1,2
64,2020,2,1,0,1
64,2020,6,1,1,2
64,2020,7,0,2,2
64,2020,9,0,3,3
64,2020,11,0,1,1
65,2020,2,0,1,1
65,2020,4,1,0,1
65,2020,7,1,1,2
65,2020,9,2,0,2
65,2020,10,0,2,2
66,2020,1,4,5,9
66,2020,2,5,8,13
66,2020,3,16,4,20
66,2020,4,5,7,12
66,2020,5,8,4,12
66,2020,6,10,9,19
66,2020,7,11,10,21
66,2020,8,18,10,28
66,2020,9,17,10,27
66,2020,10,25,12,37
66,2020,11,15,20,35
66,2020,12,16,14,30
67,2020,5,0,1,1
67,2020,6,1,1,2
67,2020,7,1,1,2
67,2020,8,1,0,1
67,2020,9,1,1,2
67,2020,10,0,1,1
67,2020,12,0,1,1
68,2020,1,0,1,1
68,2020,2,3,0,3
68,2020,3,2,1,3
68,2020,5,2,2,4
68,2020,6,0,4,4
68,2020,7,3,1,4
68,2020,8,2,1,3
68,2020,9,2,0,2
68,2020,11,3,3,6
68,2020,12,2,2,4
69,2020,1,2,0,2
69,2020,2,3,2,5
69,2020,3,2,6,8
69,2020,4,1,4,5
69,2020,5,3,1,4
69,2020,6,2,3,5
69,2020,7,5,6,11
69,2020,8,5,3,8
69,2020,9,6,3,9
69,2020,10,5,3,8
69,2020,11,5,3,8
69,2020,12,2,6,8
70,2020,1,5,4,9
70,2020,2,7,8,15
70,2020,3,7,7,14
70,2020,4,6,9,15
70,2020,5,7,6,13
70,2020,6,8,7,15
70,2020,7,6,7,13
70,2020,8,9,6,15
70,2020,9,4,7,11
70,2020,10,8,5,13
70,2020,11,10,6,16
70,2020,12,4,9,13
71,2020,1,10,9,19
71,2020,2,11,3,14
71,2020,3,11,8,19
71,2020,4,12,11,23
71,2020,5,14,9,23
71,2020,6,11,14,25
71,2020,7,8,17,25
71,2020,8,22,19,41
71,2020,9,24,17,41
71,2020,10,25,19,44
71,2020,11,15,29,44
71,2020,12,20,23,43
72,2020,1,14,7,21
72,2020,2,8,5,13
72,2020,3,14,9,23
72,2020,4,18,8,26
72,2020,5,5,4,9
72,2020,6,7,5,12
72,2020,7,5,10,15
72,2020,8,15,11,26
72,2020,9,11,10,21
72,2020,10,16,11,27
72,2020,11,11,9,20
72,2020,12,11,17,28
