municipio,año,mes,hombres,mujeres,total
16,2012,3,7,4,11
16,2012,4,6,5,11
16,2012,5,6,5,11
16,2012,6,3,3,6
16,2012,7,5,7,12
16,2012,8,2,2,4
16,2012,9,7,5,12
16,2012,10,5,3,8
16,2012,11,3,5,8
16,2012,12,7,3,10
17,2012,1,67,67,134
17,2012,2,71,63,134
17,2012,3,75,66,141
17,2012,4,53,49,102
17,2012,5,64,60,124
17,2012,6,73,56,129
17,2012,7,84,83,167
17,2012,8,103,79,182
17,2012,9,78,62,140
17,2012,10,68,52,120
17,2012,11,67,68,135
17,2012,12,70,79,149
18,2012,1,327,331,658
18,2012,2,302,300,602
18,2012,3,316,310,626
18,2012,4,244,238,482
18,2012,5,239,232,471
18,2012,6,242,232,474
18,2012,7,341,278,619
18,2012,8,367,366,733
18,2012,9,394,389,783
18,2012,10,393,378,771
18,2012,11,341,321,662
18,2012,12,329,302,631
19,2012,1,30,32,62
19,2012,2,27,30,57
19,2012,3,31,24,55
19,2012,4,31,30,61
19,2012,5,33,21,54
19,2012,6,23,25,48
19,2012,7,27,36,63
19,2012,8,34,34,68
19,2012,9,26,22,48
19,2012,10,32,35,67
19,2012,11,30,25,55
19,2012,12,28,26,54
20,2012,1,4,7,11
20,2012,2,6,8,14
20,2012,3,5,1,6
20,2012,4,5,1,6
20,2012,5,2,4,6
20,2012,6,6,4,10
20,2012,7,4,3,7
20,2012,8,5,9,14
20,2012,9,6,2,8
20,2012,10,4,3,7
20,2012,11,6,6,12
20,2012,12,4,3,7
21,2012,1,1,2,3
21,2012,2,0,2,2
21,2012,3,0,2,2
21,2012,4,1,3,4
21,2012,5,0,1,1
21,2012,6,1,0,1
21,2012,7,1,1,2
21,2012,8,1,2,3
21,2012,9,2,2,4
21,2012,10,0,1,1
21,2012,11,1,0,1
21,2012,12,0,2,2
22,2012,1,0,1,1
22,2012,2,1,1,2
22,2012,3,1,2,3
22,2012,7,1,1,2
22,2012,8,1,0,1
22,2012,9,1,1,2
22,2012,11,0,1,1
22,2012,12,0,1,1
23,2012,1,2,2,4
23,2012,2,6,5,11
23,2012,3,6,2,8
23,2012,4,4,5,9
23,2012,5,5,3,8
23,2012,6,3,2,5
23,2012,7,4,3,7
23,2012,8,5,9,14
23,2012,9,5,5,10
23,2012,10,5,3,8
23,2012,11,3,3,6
23,2012,12,5,5,10
24,2012,1,2,0,2
24,2012,7,2,2,4
24,2012,8,1,0,1
24,2012,9,0,1,1
24,2012,10,1,1,2
24,2012,12,2,1,3
25,2012,1,38,34,72
25,2012,2,40,35,75
25,2012,3,36,25,61
25,2012,4,28,25,53
25,2012,5,27,35,62
25,2012,6,24,26,50
25,2012,7,41,39,80
25,2012,8,37,45,82
25,2012,9,41,46,87
25,2012,10,53,27,80
25,2012,11,35,36,71
25,2012,12,30,50,80
26,2012,1,62,47,109
26,2012,2,40,35,75
26,2012,3,31,36,67
26,2012,4,23,31,54
26,2012,5,42,33,75
26,2012,6,40,19,59
26,2012,7,38,29,67
26,2012,8,31,48,79
26,2012,9,48,47,95
26,2012,10,42,45,87
26,2012,11,38,41,79
26,2012,12,44,38,82
27,2012,1,5,8,13
27,2012,2,7,4,11
27,2012,3,4,5,9
27,2012,4,6,4,10
27,2012,5,6,6,12
27,2012,6,8,4,12
27,2012,7,12,7,19
27,2012,8,3,4,7
27,2012,9,5,6,11
27,2012,10,3,7,10
27,2012,11,8,7,15
27,2012,12,8,7,15
28,2012,1,1,0,1
28,2012,2,1,0,1
28,2012,3,1,1,2
28,2012,4,2,1,3
28,2012,6,1,1,2
28,2012,7,1,1,2
28,2012,8,0,1,1
28,2012,9,1,1,2
28,2012,11,0,1,1
29,2012,1,156,131,287
29,2012,2,140,116,256
29,2012,3,117,126,243
29,2012,4,115,86,201
29,2012,5,102,97,199
29,2012,6,103,95,198
29,2012,7,118,117,235
29,2012,8,150,145,295
29,2012,9,158,160,318
29,2012,10,159,120,279
29,2012,11,151,135,286
29,2012,12,149,145,294
30,2012,1,729,716,1445
30,2012,2,657,583,1240
30,2012,3,606,582,1188
30,2012,4,558,498,1056
30,2012,5,570,521,1091
30,2012,6,569,568,1137
30,2012,7,692,646,1338
30,2012,8,759,772,1531
30,2012,9,856,802,1658
30,2012,10,726,767,1493
30,2012,11,743,684,1427
30,2012,12,704,688,1392
31,2012,1,1,0,1
31,2012,2,0,1,1
31,2012,3,2,0,2
31,2012,4,0,1,1
31,2012,7,0,1,1
31,2012,8,1,2,3
31,2012,10,1,1,2
31,2012,12,1,2,3
32,2012,2,1,0,1
32,2012,3,1,1,2
32,2012,4,1,0,1
32,2012,7,1,1,2
32,2012,8,1,0,1
32,2012,9,1,0,1
32,2012,10,1,1,2
32,2012,11,1,0,1
33,2012,1,60,59,119
33,2012,2,55,52,107
33,2012,3,50,49,99
33,2012,4,43,27,70
33,2012,5,45,40,85
33,2012,6,43,29,72
33,2012,7,57,41,98
33,2012,8,57,58,115
33,2012,9,72,62,134
33,2012,10,67,49,116
33,2012,11,76,73,149
33,2012,12,76,64,140
34,2012,5,1,0,1
34,2012,7,0,1,1
34,2012,12,0,1,1
35,2012,1,11,13,24
35,2012,2,15,12,27
35,2012,3,18,13,31
35,2012,4,15,7,22
35,2012,5,16,14,30
35,2012,6,15,11,26
35,2012,7,8,15,23
35,2012,8,11,9,20
35,2012,9,14,10,24
35,2012,10,12,11,23
35,2012,11,14,7,21
35,2012,12,16,15,31
36,2012,1,27,27,54
36,2012,2,21,33,54
36,2012,3,29,19,48
36,2012,4,27,21,48
36,2012,5,23,24,47
36,2012,6,20,20,40
36,2012,7,18,29,47
36,2012,8,38,35,73
36,2012,9,36,24,60
36,2012,10,24,23,47
36,2012,11,23,36,59
36,2012,12,25,31,56
37,2012,1,1,1,2
37,2012,5,1,0,1
37,2012,6,0,2,2
37,2012,8,1,1,2
37,2012,9,1,0,1
37,2012,10,1,1,2
37,2012,11,1,0,1
37,2012,12,1,0,1
38,2012,1,5,2,7
38,2012,2,4,1,5
38,2012,3,2,2,4
38,2012,4,4,4,8
38,2012,5,3,1,4
38,2012,6,3,1,4
38,2012,7,6,4,10
38,2012,8,7,3,10
38,2012,9,5,4,9
38,2012,10,5,2,7
38,2012,11,2,5,7
38,2012,12,6,13,19
39,2012,1,4,8,12
39,2012,2,3,5,8
39,2012,3,2,6,8
39,2012,4,7,1,8
39,2012,5,5,4,9
39,2012,6,1,1,2
39,2012,7,6,8,14
39,2012,8,6,9,15
39,2012,9,1,4,5
39,2012,10,6,3,9
39,2012,11,6,4,10
39,2012,12,3,5,8
40,2012,1,2,2,4
40,2012,2,0,1,1
40,2012,3,1,2,3
40,2012,4,1,3,4
40,2012,5,0,2,2
40,2012,6,3,0,3
40,2012,7,1,1,2
40,2012,8,7,1,8
40,2012,9,4,2,6
40,2012,10,1,0,1
40,2012,11,1,2,3
40,2012,12,1,1,2
41,2012,1,15,10,25
41,2012,2,9,12,21
41,2012,3,11,14,25
41,2012,4,9,11,20
41,2012,5,12,13,25
41,2012,6,12,15,27
41,2012,7,16,8,24
41,2012,8,19,14,33
41,2012,9,11,18,29
41,2012,10,10,15,25
41,2012,11,18,12,30
41,2012,12,14,7,21
42,2012,1,104,133,237
42,2012,2,114,122,236
42,2012,3,113,128,241
42,2012,4,88,72,160
42,2012,5,83,91,174
42,2012,6,102,88,190
42,2012,7,111,107,218
42,2012,8,148,135,283
42,2012,9,146,163,309
42,2012,10,141,150,291
42,2012,11,174,142,316
42,2012,12,137,113,250
43,2012,1,200,159,359
43,2012,2,160,152,312
43,2012,3,195,168,363
43,2012,4,145,163,308
43,2012,5,178,155,333
43,2012,6,186,177,363
43,2012,7,183,179,362
43,2012,8,218,194,412
43,2012,9,200,187,387
43,2012,10,191,188,379
43,2012,11,176,150,326
43,2012,12,183,158,341
44,2012,1,0,1,1
44,2012,8,1,1,2
44,2012,9,0,1,1
45,2012,1,1,2,3
45,2012,2,1,0,1
45,2012,3,1,0,1
45,2012,4,2,1,3
45,2012,7,1,0,1
45,2012,8,2,3,5
45,2012,9,1,0,1
45,2012,10,4,2,6
45,2012,12,0,1,1
46,2012,2,1,0,1
46,2012,3,1,0,1
46,2012,4,0,2,2
46,2012,5,1,1,2
46,2012,7,0,1,1
46,2012,9,1,0,1
46,2012,11,1,1,2
46,2012,12,0,1,1
47,2012,1,16,17,33
47,2012,2,13,12,25
47,2012,3,14,12,26
47,2012,4,9,9,18
47,2012,5,7,10,17
47,2012,6,8,7,15
47,2012,7,14,4,18
47,2012,8,9,18,27
47,2012,9,8,10,18
47,2012,10,8,11,19
47,2012,11,11,14,25
47,2012,12,12,15,27
48,2012,1,55,57,112
48,2012,2,32,43,75
48,2012,3,38,40,78
48,2012,4,51,38,89
48,2012,5,37,41,78
48,2012,6,43,42,85
48,2012,7,52,40,92
48,2012,8,58,56,114
48,2012,9,52,48,100
48,2012,10,41,56,97
48,2012,11,60,48,108
48,2012,12,48,54,102
49,2012,1,1,3,4
49,2012,2,3,1,4
49,2012,3,0,2,2
49,2012,4,2,1,3
49,2012,5,1,2,3
49,2012,6,4,3,7
49,2012,7,3,4,7
49,2012,8,3,5,8
49,2012,9,3,1,4
49,2012,10,3,8,11
49,2012,11,2,5,7
49,2012,12,3,2,5
50,2012,1,1,1,2
50,2012,2,1,1,2
50,2012,3,2,2,4
50,2012,5,0,1,1
50,2012,6,0,2,2
50,2012,7,0,1,1
50,2012,8,1,1,2
50,2012,10,0,2,2
50,2012,11,2,0,2
50,2012,12,0,1,1
51,2012,1,3,4,7
51,2012,2,3,1,4
51,2012,3,3,4,7
51,2012,4,3,7,10
51,2012,5,1,2,3
51,2012,6,1,6,7
51,2012,7,4,4,8
51,2012,8,5,0,5
51,2012,9,4,5,9
51,2012,10,1,6,7
51,2012,11,2,4,6
51,2012,12,3,6,9
52,2012,1,6,4,10
52,2012,2,5,3,8
52,2012,3,3,4,7
52,2012,4,7,1,8
52,2012,5,2,3,5
52,2012,6,3,2,5
52,2012,7,10,15,25
52,2012,8,2,3,5
52,2012,9,5,6,11
52,2012,10,2,5,7
52,2012,11,7,5,12
52,2012,12,6,3,9
53,2012,1,0,1,1
53,2012,2,1,0,1
53,2012,4,1,0,1
53,2012,6,1,1,2
53,2012,8,2,0,2
53,2012,9,2,0,2
53,2012,10,0,1,1
53,2012,11,1,0,1
54,2012,1,1,0,1
54,2012,2,2,0,2
54,2012,3,1,1,2
54,2012,6,1,0,1
54,2012,7,1,0,1
54,2012,8,1,0,1
54,2012,12,1,0,1
55,2012,1,156,166,322
55,2012,2,173,138,311
55,2012,3,152,137,289
55,2012,4,99,120,219
55,2012,5,119,117,236
55,2012,6,129,130,259
55,2012,7,163,163,326
55,2012,8,171,159,330
55,2012,9,192,180,372
55,2012,10,176,163,339
55,2012,11,156,167,323
55,2012,12,180,169,349
56,2012,1,14,3,17
56,2012,2,12,10,22
56,2012,3,10,9,19
56,2012,4,9,9,18
56,2012,5,7,9,16
56,2012,6,5,7,12
56,2012,7,6,6,12
56,2012,8,10,7,17
56,2012,9,5,9,14
56,2012,10,6,5,11
56,2012,11,10,11,21
56,2012,12,10,4,14
57,2012,1,1,1,2
57,2012,3,0,1,1
57,2012,4,2,1,3
57,2012,5,1,0,1
57,2012,7,2,0,2
57,2012,8,0,1,1
57,2012,9,1,2,3
57,2012,11,4,1,5
57,2012,12,0,1,1
58,2012,1,22,12,34
58,2012,2,18,15,33
58,2012,3,10,8,18
58,2012,4,12,14,26
58,2012,5,12,14,26
58,2012,6,13,20,33
58,2012,7,18,16,34
58,2012,8,21,14,35
58,2012,9,17,11,28
58,2012,10,13,7,20
58,2012,11,17,16,33
58,2012,12,8,12,20
59,2012,1,1,0,1
59,2012,2,3,3,6
59,2012,3,1,0,1
59,2012,4,2,0,2
59,2012,5,1,2,3
59,2012,6,4,1,5
59,2012,7,5,1,6
59,2012,8,2,4,6
59,2012,9,6,1,7
59,2012,10,5,3,8
59,2012,11,2,3,5
59,2012,12,2,0,2
60,2012,1,1,2,3
60,2012,2,2,0,2
60,2012,3,2,0,2
60,2012,4,1,0,1
60,2012,5,0,1,1
60,2012,6,2,1,3
60,2012,7,2,0,2
60,2012,8,3,0,3
60,2012,9,3,1,4
60,2012,10,0,3,3
60,2012,11,2,0,2
60,2012,12,1,0,1
61,2012,3,1,0,1
61,2012,5,1,0,1
61,2012,6,0,1,1
61,2012,9,2,0,2
61,2012,10,1,1,2
62,2012,1,0,1,1
62,2012,2,1,0,1
62,2012,3,1,0,1
62,2012,4,0,3,3
62,2012,5,1,1,2
62,2012,6,1,0,1
62,2012,7,1,0,1
62,2012,8,0,1,1
62,2012,9,0,1,1
62,2012,10,1,0,1
62,2012,11,1,0,1
62,2012,12,2,0,2
63,2012,1,1,0,1
63,2012,2,1,1,2
63,2012,3,1,0,1
63,2012,4,1,0,1
63,2012,8,0,1,1
63,2012,9,1,1,2
63,2012,10,2,0,2
63,2012,11,0,1,1
63,2012,12,1,0,1
64,2012,1,4,1,5
64,2012,2,2,1,3
64,2012,3,3,1,4
64,2012,4,1,0,1
64,2012,7,0,4,4
64,2012,8,2,1,3
64,2012,9,1,1,2
64,2012,10,1,1,2
64,2012,11,2,0,2
64,2012,12,1,0,1
65,2012,1,0,1,1
65,2012,3,1,0,1
65,2012,4,0,2,2
65,2012,5,1,0,1
65,2012,7,0,1,1
65,2012,12,1,1,2
66,2012,1,2,7,9
66,2012,2,0,3,3
66,2012,3,9,7,16
66,2012,4,2,1,3
66,2012,5,5,9,14
66,2012,6,5,5,10
66,2012,7,7,8,15
66,2012,8,6,10,16
66,2012,9,1,9,10
66,2012,10,3,7,10
66,2012,11,6,3,9
66,2012,12,12,4,16
67,2012,1,3,2,5
67,2012,2,5,0,5
67,2012,4,6,1,7
67,2012,5,0,1,1
67,2012,6,1,0,1
67,2012,7,1,2,3
67,2012,9,1,0,1
67,2012,10,1,1,2
67,2012,12,0,1,1
68,2012,1,2,1,3
68,2012,3,2,1,3
68,2012,4,1,2,3
68,2012,5,1,1,2
68,2012,6,1,1,2
68,2012,7,4,0,4
68,2012,8,0,1,1
68,2012,9,0,1,1
68,2012,10,1,1,2
68,2012,11,1,0,1
69,2012,1,4,4,8
69,2012,2,6,4,10
69,2012,3,8,5,13
69,2012,4,1,6,7
69,2012,5,4,3,7
69,2012,6,4,2,6
69,2012,7,5,6,11
69,2012,8,6,3,9
69,2012,9,8,9,17
69,2012,10,4,4,8
69,2012,11,5,7,12
69,2012,12,4,1,5
70,2012,1,14,20,34
70,2012,2,13,16,29
70,2012,3,16,8,24
70,2012,4,8,9,17
70,2012,5,10,12,22
70,2012,6,11,14,25
70,2012,7,8,17,25
70,2012,8,11,12,23
70,2012,9,11,11,22
70,2012,10,21,17,38
70,2012,11,14,18,32
70,2012,12,24,12,36
71,2012,1,20,29,49
71,2012,2,19,22,41
71,2012,3,19,23,42
71,2012,4,19,15,34
71,2012,5,15,19,34
71,2012,6,16,13,29
71,2012,7,20,19,39
71,2012,8,30,20,50
71,2012,9,23,27,50
71,2012,10,22,28,50
71,2012,11,23,18,41
71,2012,12,20,21,41
72,2012,1,14,15,29
72,2012,2,12,11,23
72,2012,3,11,12,23
72,2012,4,10,9,19
72,2012,5,10,4,14
72,2012,6,13,12,25
72,2012,7,9,11,20
72,2012,8,17,11,28
72,2012,9,15,9,24
72,2012,10,16,13,29
72,2012,11,17,12,29
72,2012,12,15,11,26
